Plot,X-Start,X-End,Y-Start,Y-End
1617,58.196,62.211,16.14,16.648
1616,58.196,62.211,16.648,17.156
1615,58.196,62.211,17.156,17.664
1614,58.196,62.211,17.664,18.172
1613,58.196,62.211,18.172,18.68
1612,58.196,62.211,18.68,19.188
1611,58.196,62.211,19.188,19.696
1610,58.196,62.211,19.696,20.204
1609,58.196,62.211,20.204,20.712
1608,58.196,62.211,20.712,21.22
1607,58.196,62.211,21.22,21.728
1606,58.196,62.211,21.728,22.236
1605,58.196,62.211,22.236,22.744
1604,58.196,62.211,22.744,23.252
1603,58.196,62.211,23.252,23.76
1602,58.196,62.211,23.76,24.268
1601,58.196,62.211,24.268,24.776
1748,62.211,66.227,0.392,0.9
1747,62.211,66.227,0.9,1.408
1746,62.211,66.227,1.408,1.916
1745,62.211,66.227,1.916,2.424
1744,62.211,66.227,2.424,2.932
1743,62.211,66.227,2.932,3.44
1742,62.211,66.227,3.44,3.948
1741,62.211,66.227,3.948,4.456
1740,62.211,66.227,4.456,4.964
1739,62.211,66.227,4.964,5.472
1738,62.211,66.227,5.472,5.98
1737,62.211,66.227,5.98,6.488
1736,62.211,66.227,6.488,6.996
1735,62.211,66.227,6.996,7.504
1734,62.211,66.227,7.504,8.012
1733,62.211,66.227,8.012,8.52
1732,62.211,66.227,8.52,9.028
1731,62.211,66.227,9.028,9.536
1730,62.211,66.227,9.536,10.044
1729,62.211,66.227,10.044,10.552
1728,62.211,66.227,10.552,11.06
1727,62.211,66.227,11.06,11.568
1726,62.211,66.227,11.568,12.076
1725,62.211,66.227,12.076,12.584
1724,62.211,66.227,12.584,13.092
1723,62.211,66.227,13.092,13.6
1722,62.211,66.227,13.6,14.108
1721,62.211,66.227,14.108,14.616
1720,62.211,66.227,14.616,15.124
1719,62.211,66.227,15.124,15.632
1718,62.211,66.227,15.632,16.14
1717,62.211,66.227,16.14,16.648
1716,62.211,66.227,16.648,17.156
1715,62.211,66.227,17.156,17.664
1714,62.211,66.227,17.664,18.172
1713,62.211,66.227,18.172,18.68
1712,62.211,66.227,18.68,19.188
1711,62.211,66.227,19.188,19.696
1710,62.211,66.227,19.696,20.204
1709,62.211,66.227,20.204,20.712
1708,62.211,66.227,20.712,21.22
1707,62.211,66.227,21.22,21.728
1706,62.211,66.227,21.728,22.236
1705,62.211,66.227,22.236,22.744
1704,62.211,66.227,22.744,23.252
1703,62.211,66.227,23.252,23.76
1702,62.211,66.227,23.76,24.268
1701,62.211,66.227,24.268,24.776
1848,66.227,70.243,0.392,0.9
1847,66.227,70.243,0.9,1.408
1846,66.227,70.243,1.408,1.916
1845,66.227,70.243,1.916,2.424
1844,66.227,70.243,2.424,2.932
1843,66.227,70.243,2.932,3.44
1842,66.227,70.243,3.44,3.948
1841,66.227,70.243,3.948,4.456
1840,66.227,70.243,4.456,4.964
1839,66.227,70.243,4.964,5.472
1838,66.227,70.243,5.472,5.98
1837,66.227,70.243,5.98,6.488
1836,66.227,70.243,6.488,6.996
1835,66.227,70.243,6.996,7.504
1834,66.227,70.243,7.504,8.012
1833,66.227,70.243,8.012,8.52
1832,66.227,70.243,8.52,9.028
1831,66.227,70.243,9.028,9.536
1830,66.227,70.243,9.536,10.044
1829,66.227,70.243,10.044,10.552
1828,66.227,70.243,10.552,11.06
1827,66.227,70.243,11.06,11.568
1826,66.227,70.243,11.568,12.076
1825,66.227,70.243,12.076,12.584
1824,66.227,70.243,12.584,13.092
1823,66.227,70.243,13.092,13.6
1822,66.227,70.243,13.6,14.108
1821,66.227,70.243,14.108,14.616
1820,66.227,70.243,14.616,15.124
1819,66.227,70.243,15.124,15.632
1818,66.227,70.243,15.632,16.14
1817,66.227,70.243,16.14,16.648
1816,66.227,70.243,16.648,17.156
1815,66.227,70.243,17.156,17.664
1814,66.227,70.243,17.664,18.172
1813,66.227,70.243,18.172,18.68
1812,66.227,70.243,18.68,19.188
1811,66.227,70.243,19.188,19.696
1810,66.227,70.243,19.696,20.204
1809,66.227,70.243,20.204,20.712
1808,66.227,70.243,20.712,21.22
1807,66.227,70.243,21.22,21.728
1806,66.227,70.243,21.728,22.236
1805,66.227,70.243,22.236,22.744
1804,66.227,70.243,22.744,23.252
1803,66.227,70.243,23.252,23.76
1802,66.227,70.243,23.76,24.268
1801,66.227,70.243,24.268,24.776
1948,70.243,74.258,0.392,0.9
1947,70.243,74.258,0.9,1.408
1946,70.243,74.258,1.408,1.916
1945,70.243,74.258,1.916,2.424
1944,70.243,74.258,2.424,2.932
1943,70.243,74.258,2.932,3.44
1942,70.243,74.258,3.44,3.948
1941,70.243,74.258,3.948,4.456
1940,70.243,74.258,4.456,4.964
1939,70.243,74.258,4.964,5.472
1938,70.243,74.258,5.472,5.98
1937,70.243,74.258,5.98,6.488
1936,70.243,74.258,6.488,6.996
1935,70.243,74.258,6.996,7.504
1934,70.243,74.258,7.504,8.012
1933,70.243,74.258,8.012,8.52
1932,70.243,74.258,8.52,9.028
1931,70.243,74.258,9.028,9.536
1930,70.243,74.258,9.536,10.044
1929,70.243,74.258,10.044,10.552
1928,70.243,74.258,10.552,11.06
1927,70.243,74.258,11.06,11.568
1926,70.243,74.258,11.568,12.076
1925,70.243,74.258,12.076,12.584
1924,70.243,74.258,12.584,13.092
1923,70.243,74.258,13.092,13.6
1922,70.243,74.258,13.6,14.108
1921,70.243,74.258,14.108,14.616
1920,70.243,74.258,14.616,15.124
1919,70.243,74.258,15.124,15.632
1918,70.243,74.258,15.632,16.14
1917,70.243,74.258,16.14,16.648
1916,70.243,74.258,16.648,17.156
1915,70.243,74.258,17.156,17.664
1914,70.243,74.258,17.664,18.172
1913,70.243,74.258,18.172,18.68
1912,70.243,74.258,18.68,19.188
1911,70.243,74.258,19.188,19.696
1910,70.243,74.258,19.696,20.204
1909,70.243,74.258,20.204,20.712
1908,70.243,74.258,20.712,21.22
1907,70.243,74.258,21.22,21.728
1906,70.243,74.258,21.728,22.236
1905,70.243,74.258,22.236,22.744
1904,70.243,74.258,22.744,23.252
1903,70.243,74.258,23.252,23.76
1902,70.243,74.258,23.76,24.268
1901,70.243,74.258,24.268,24.776
2048,74.258,78.274,0.392,0.9
2047,74.258,78.274,0.9,1.408
2046,74.258,78.274,1.408,1.916
2045,74.258,78.274,1.916,2.424
2044,74.258,78.274,2.424,2.932
2043,74.258,78.274,2.932,3.44
2042,74.258,78.274,3.44,3.948
2041,74.258,78.274,3.948,4.456
2040,74.258,78.274,4.456,4.964
2039,74.258,78.274,4.964,5.472
2038,74.258,78.274,5.472,5.98
2037,74.258,78.274,5.98,6.488
2036,74.258,78.274,6.488,6.996
2035,74.258,78.274,6.996,7.504
2034,74.258,78.274,7.504,8.012
2033,74.258,78.274,8.012,8.52
2032,74.258,78.274,8.52,9.028
2031,74.258,78.274,9.028,9.536
2030,74.258,78.274,9.536,10.044
2029,74.258,78.274,10.044,10.552
2028,74.258,78.274,10.552,11.06
2027,74.258,78.274,11.06,11.568
2026,74.258,78.274,11.568,12.076
2025,74.258,78.274,12.076,12.584
2024,74.258,78.274,12.584,13.092
2023,74.258,78.274,13.092,13.6
2022,74.258,78.274,13.6,14.108
2021,74.258,78.274,14.108,14.616
2020,74.258,78.274,14.616,15.124
2019,74.258,78.274,15.124,15.632
2018,74.258,78.274,15.632,16.14
2017,74.258,78.274,16.14,16.648
2016,74.258,78.274,16.648,17.156
2015,74.258,78.274,17.156,17.664
2014,74.258,78.274,17.664,18.172
2013,74.258,78.274,18.172,18.68
2012,74.258,78.274,18.68,19.188
2011,74.258,78.274,19.188,19.696
2010,74.258,78.274,19.696,20.204
2009,74.258,78.274,20.204,20.712
2008,74.258,78.274,20.712,21.22
2007,74.258,78.274,21.22,21.728
2006,74.258,78.274,21.728,22.236
2005,74.258,78.274,22.236,22.744
2004,74.258,78.274,22.744,23.252
2003,74.258,78.274,23.252,23.76
2002,74.258,78.274,23.76,24.268
2001,74.258,78.274,24.268,24.776
2148,78.274,82.29,0.392,0.9
2147,78.274,82.29,0.9,1.408
2146,78.274,82.29,1.408,1.916
2145,78.274,82.29,1.916,2.424
2144,78.274,82.29,2.424,2.932
2143,78.274,82.29,2.932,3.44
2142,78.274,82.29,3.44,3.948
2141,78.274,82.29,3.948,4.456
2140,78.274,82.29,4.456,4.964
2139,78.274,82.29,4.964,5.472
2138,78.274,82.29,5.472,5.98
2137,78.274,82.29,5.98,6.488
2136,78.274,82.29,6.488,6.996
2135,78.274,82.29,6.996,7.504
2134,78.274,82.29,7.504,8.012
2133,78.274,82.29,8.012,8.52
2132,78.274,82.29,8.52,9.028
2131,78.274,82.29,9.028,9.536
2130,78.274,82.29,9.536,10.044
2129,78.274,82.29,10.044,10.552
2128,78.274,82.29,10.552,11.06
2127,78.274,82.29,11.06,11.568
2126,78.274,82.29,11.568,12.076
2125,78.274,82.29,12.076,12.584
2124,78.274,82.29,12.584,13.092
2123,78.274,82.29,13.092,13.6
2122,78.274,82.29,13.6,14.108
2121,78.274,82.29,14.108,14.616
2120,78.274,82.29,14.616,15.124
2119,78.274,82.29,15.124,15.632
2118,78.274,82.29,15.632,16.14
2117,78.274,82.29,16.14,16.648
2116,78.274,82.29,16.648,17.156
2115,78.274,82.29,17.156,17.664
2114,78.274,82.29,17.664,18.172
2113,78.274,82.29,18.172,18.68
2112,78.274,82.29,18.68,19.188
2111,78.274,82.29,19.188,19.696
2110,78.274,82.29,19.696,20.204
2109,78.274,82.29,20.204,20.712
2108,78.274,82.29,20.712,21.22
2107,78.274,82.29,21.22,21.728
2106,78.274,82.29,21.728,22.236
2105,78.274,82.29,22.236,22.744
2104,78.274,82.29,22.744,23.252
2103,78.274,82.29,23.252,23.76
2102,78.274,82.29,23.76,24.268
2101,78.274,82.29,24.268,24.776
2248,82.29,86.305,0.392,0.9
2247,82.29,86.305,0.9,1.408
2246,82.29,86.305,1.408,1.916
2245,82.29,86.305,1.916,2.424
2244,82.29,86.305,2.424,2.932
2243,82.29,86.305,2.932,3.44
2242,82.29,86.305,3.44,3.948
2241,82.29,86.305,3.948,4.456
2240,82.29,86.305,4.456,4.964
2239,82.29,86.305,4.964,5.472
2238,82.29,86.305,5.472,5.98
2237,82.29,86.305,5.98,6.488
2236,82.29,86.305,6.488,6.996
2235,82.29,86.305,6.996,7.504
2234,82.29,86.305,7.504,8.012
2233,82.29,86.305,8.012,8.52
2232,82.29,86.305,8.52,9.028
2231,82.29,86.305,9.028,9.536
2230,82.29,86.305,9.536,10.044
2229,82.29,86.305,10.044,10.552
2228,82.29,86.305,10.552,11.06
2227,82.29,86.305,11.06,11.568
2226,82.29,86.305,11.568,12.076
2225,82.29,86.305,12.076,12.584
2224,82.29,86.305,12.584,13.092
2223,82.29,86.305,13.092,13.6
2222,82.29,86.305,13.6,14.108
2221,82.29,86.305,14.108,14.616
2220,82.29,86.305,14.616,15.124
2219,82.29,86.305,15.124,15.632
2218,82.29,86.305,15.632,16.14
2217,82.29,86.305,16.14,16.648
2216,82.29,86.305,16.648,17.156
2215,82.29,86.305,17.156,17.664
2214,82.29,86.305,17.664,18.172
2213,82.29,86.305,18.172,18.68
2212,82.29,86.305,18.68,19.188
2211,82.29,86.305,19.188,19.696
2210,82.29,86.305,19.696,20.204
2209,82.29,86.305,20.204,20.712
2208,82.29,86.305,20.712,21.22
2207,82.29,86.305,21.22,21.728
2206,82.29,86.305,21.728,22.236
2205,82.29,86.305,22.236,22.744
2204,82.29,86.305,22.744,23.252
2203,82.29,86.305,23.252,23.76
2202,82.29,86.305,23.76,24.268
2201,82.29,86.305,24.268,24.776
2348,86.305,90.321,0.392,0.9
2347,86.305,90.321,0.9,1.408
2346,86.305,90.321,1.408,1.916
2345,86.305,90.321,1.916,2.424
2344,86.305,90.321,2.424,2.932
2343,86.305,90.321,2.932,3.44
2342,86.305,90.321,3.44,3.948
2341,86.305,90.321,3.948,4.456
2340,86.305,90.321,4.456,4.964
2339,86.305,90.321,4.964,5.472
2338,86.305,90.321,5.472,5.98
2337,86.305,90.321,5.98,6.488
2336,86.305,90.321,6.488,6.996
2335,86.305,90.321,6.996,7.504
2334,86.305,90.321,7.504,8.012
2333,86.305,90.321,8.012,8.52
2332,86.305,90.321,8.52,9.028
2331,86.305,90.321,9.028,9.536
2330,86.305,90.321,9.536,10.044
2329,86.305,90.321,10.044,10.552
2328,86.305,90.321,10.552,11.06
2327,86.305,90.321,11.06,11.568
2326,86.305,90.321,11.568,12.076
2325,86.305,90.321,12.076,12.584
2324,86.305,90.321,12.584,13.092
2323,86.305,90.321,13.092,13.6
2322,86.305,90.321,13.6,14.108
2321,86.305,90.321,14.108,14.616
2320,86.305,90.321,14.616,15.124
2319,86.305,90.321,15.124,15.632
2318,86.305,90.321,15.632,16.14
2317,86.305,90.321,16.14,16.648
2316,86.305,90.321,16.648,17.156
2315,86.305,90.321,17.156,17.664
2314,86.305,90.321,17.664,18.172
2313,86.305,90.321,18.172,18.68
2312,86.305,90.321,18.68,19.188
2311,86.305,90.321,19.188,19.696
2310,86.305,90.321,19.696,20.204
2309,86.305,90.321,20.204,20.712
2308,86.305,90.321,20.712,21.22
2307,86.305,90.321,21.22,21.728
2306,86.305,90.321,21.728,22.236
2305,86.305,90.321,22.236,22.744
2304,86.305,90.321,22.744,23.252
2303,86.305,90.321,23.252,23.76
2302,86.305,90.321,23.76,24.268
2301,86.305,90.321,24.268,24.776
2448,90.321,94.336,0.392,0.9
2447,90.321,94.336,0.9,1.408
2446,90.321,94.336,1.408,1.916
2445,90.321,94.336,1.916,2.424
2444,90.321,94.336,2.424,2.932
2443,90.321,94.336,2.932,3.44
2442,90.321,94.336,3.44,3.948
2441,90.321,94.336,3.948,4.456
2440,90.321,94.336,4.456,4.964
2439,90.321,94.336,4.964,5.472
2438,90.321,94.336,5.472,5.98
2437,90.321,94.336,5.98,6.488
2436,90.321,94.336,6.488,6.996
2435,90.321,94.336,6.996,7.504
2434,90.321,94.336,7.504,8.012
2433,90.321,94.336,8.012,8.52
2432,90.321,94.336,8.52,9.028
2431,90.321,94.336,9.028,9.536
2430,90.321,94.336,9.536,10.044
2429,90.321,94.336,10.044,10.552
2428,90.321,94.336,10.552,11.06
2427,90.321,94.336,11.06,11.568
2426,90.321,94.336,11.568,12.076
2425,90.321,94.336,12.076,12.584
2424,90.321,94.336,12.584,13.092
2423,90.321,94.336,13.092,13.6
2422,90.321,94.336,13.6,14.108
2421,90.321,94.336,14.108,14.616
2420,90.321,94.336,14.616,15.124
2419,90.321,94.336,15.124,15.632
2418,90.321,94.336,15.632,16.14
2417,90.321,94.336,16.14,16.648
2416,90.321,94.336,16.648,17.156
2415,90.321,94.336,17.156,17.664
2414,90.321,94.336,17.664,18.172
2413,90.321,94.336,18.172,18.68
2412,90.321,94.336,18.68,19.188
2411,90.321,94.336,19.188,19.696
2410,90.321,94.336,19.696,20.204
2409,90.321,94.336,20.204,20.712
2408,90.321,94.336,20.712,21.22
2407,90.321,94.336,21.22,21.728
2406,90.321,94.336,21.728,22.236
2405,90.321,94.336,22.236,22.744
2404,90.321,94.336,22.744,23.252
2403,90.321,94.336,23.252,23.76
2402,90.321,94.336,23.76,24.268
2401,90.321,94.336,24.268,24.776
2548,94.336,98.352,0.392,0.9
2547,94.336,98.352,0.9,1.408
2546,94.336,98.352,1.408,1.916
2545,94.336,98.352,1.916,2.424
2544,94.336,98.352,2.424,2.932
2543,94.336,98.352,2.932,3.44
2542,94.336,98.352,3.44,3.948
2541,94.336,98.352,3.948,4.456
2540,94.336,98.352,4.456,4.964
2539,94.336,98.352,4.964,5.472
2538,94.336,98.352,5.472,5.98
2537,94.336,98.352,5.98,6.488
2536,94.336,98.352,6.488,6.996
2535,94.336,98.352,6.996,7.504
2534,94.336,98.352,7.504,8.012
2533,94.336,98.352,8.012,8.52
2532,94.336,98.352,8.52,9.028
2531,94.336,98.352,9.028,9.536
2530,94.336,98.352,9.536,10.044
2529,94.336,98.352,10.044,10.552
2528,94.336,98.352,10.552,11.06
2527,94.336,98.352,11.06,11.568
2526,94.336,98.352,11.568,12.076
2525,94.336,98.352,12.076,12.584
2524,94.336,98.352,12.584,13.092
2523,94.336,98.352,13.092,13.6
2522,94.336,98.352,13.6,14.108
2521,94.336,98.352,14.108,14.616
2520,94.336,98.352,14.616,15.124
2519,94.336,98.352,15.124,15.632
2518,94.336,98.352,15.632,16.14
2517,94.336,98.352,16.14,16.648
2516,94.336,98.352,16.648,17.156
2515,94.336,98.352,17.156,17.664
2514,94.336,98.352,17.664,18.172
2513,94.336,98.352,18.172,18.68
2512,94.336,98.352,18.68,19.188
2511,94.336,98.352,19.188,19.696
2510,94.336,98.352,19.696,20.204
2509,94.336,98.352,20.204,20.712
2508,94.336,98.352,20.712,21.22
2507,94.336,98.352,21.22,21.728
2506,94.336,98.352,21.728,22.236
2505,94.336,98.352,22.236,22.744
2504,94.336,98.352,22.744,23.252
2503,94.336,98.352,23.252,23.76
2502,94.336,98.352,23.76,24.268
2501,94.336,98.352,24.268,24.776
2648,98.352,102.368,0.392,0.9
2647,98.352,102.368,0.9,1.408
2646,98.352,102.368,1.408,1.916
2645,98.352,102.368,1.916,2.424
2644,98.352,102.368,2.424,2.932
2643,98.352,102.368,2.932,3.44
2642,98.352,102.368,3.44,3.948
2641,98.352,102.368,3.948,4.456
2640,98.352,102.368,4.456,4.964
2639,98.352,102.368,4.964,5.472
2638,98.352,102.368,5.472,5.98
2637,98.352,102.368,5.98,6.488
2636,98.352,102.368,6.488,6.996
2635,98.352,102.368,6.996,7.504
2634,98.352,102.368,7.504,8.012
2633,98.352,102.368,8.012,8.52
2632,98.352,102.368,8.52,9.028
2631,98.352,102.368,9.028,9.536
2630,98.352,102.368,9.536,10.044
2629,98.352,102.368,10.044,10.552
2628,98.352,102.368,10.552,11.06
2627,98.352,102.368,11.06,11.568
2626,98.352,102.368,11.568,12.076
2625,98.352,102.368,12.076,12.584
2624,98.352,102.368,12.584,13.092
2623,98.352,102.368,13.092,13.6
2622,98.352,102.368,13.6,14.108
2621,98.352,102.368,14.108,14.616
2620,98.352,102.368,14.616,15.124
2619,98.352,102.368,15.124,15.632
2618,98.352,102.368,15.632,16.14
2617,98.352,102.368,16.14,16.648
2616,98.352,102.368,16.648,17.156
2615,98.352,102.368,17.156,17.664
2614,98.352,102.368,17.664,18.172
2613,98.352,102.368,18.172,18.68
2612,98.352,102.368,18.68,19.188
2611,98.352,102.368,19.188,19.696
2610,98.352,102.368,19.696,20.204
2609,98.352,102.368,20.204,20.712
2608,98.352,102.368,20.712,21.22
2607,98.352,102.368,21.22,21.728
2606,98.352,102.368,21.728,22.236
2605,98.352,102.368,22.236,22.744
2604,98.352,102.368,22.744,23.252
2603,98.352,102.368,23.252,23.76
2602,98.352,102.368,23.76,24.268
2601,98.352,102.368,24.268,24.776
2748,102.368,106.383,0.392,0.9
2747,102.368,106.383,0.9,1.408
2746,102.368,106.383,1.408,1.916
2745,102.368,106.383,1.916,2.424
2744,102.368,106.383,2.424,2.932
2743,102.368,106.383,2.932,3.44
2742,102.368,106.383,3.44,3.948
2741,102.368,106.383,3.948,4.456
2740,102.368,106.383,4.456,4.964
2739,102.368,106.383,4.964,5.472
2738,102.368,106.383,5.472,5.98
2737,102.368,106.383,5.98,6.488
2736,102.368,106.383,6.488,6.996
2735,102.368,106.383,6.996,7.504
2734,102.368,106.383,7.504,8.012
2733,102.368,106.383,8.012,8.52
2732,102.368,106.383,8.52,9.028
2731,102.368,106.383,9.028,9.536
2730,102.368,106.383,9.536,10.044
2729,102.368,106.383,10.044,10.552
2728,102.368,106.383,10.552,11.06
2727,102.368,106.383,11.06,11.568
2726,102.368,106.383,11.568,12.076
2725,102.368,106.383,12.076,12.584
2724,102.368,106.383,12.584,13.092
2723,102.368,106.383,13.092,13.6
2722,102.368,106.383,13.6,14.108
2721,102.368,106.383,14.108,14.616
2720,102.368,106.383,14.616,15.124
2719,102.368,106.383,15.124,15.632
2718,102.368,106.383,15.632,16.14
2717,102.368,106.383,16.14,16.648
2716,102.368,106.383,16.648,17.156
2715,102.368,106.383,17.156,17.664
2714,102.368,106.383,17.664,18.172
2713,102.368,106.383,18.172,18.68
2712,102.368,106.383,18.68,19.188
2711,102.368,106.383,19.188,19.696
2710,102.368,106.383,19.696,20.204
2709,102.368,106.383,20.204,20.712
2708,102.368,106.383,20.712,21.22
2707,102.368,106.383,21.22,21.728
2706,102.368,106.383,21.728,22.236
2705,102.368,106.383,22.236,22.744
2704,102.368,106.383,22.744,23.252
2703,102.368,106.383,23.252,23.76
2702,102.368,106.383,23.76,24.268
2701,102.368,106.383,24.268,24.776
2848,106.383,110.399,0.392,0.9
2847,106.383,110.399,0.9,1.408
2846,106.383,110.399,1.408,1.916
2845,106.383,110.399,1.916,2.424
2844,106.383,110.399,2.424,2.932
2843,106.383,110.399,2.932,3.44
2842,106.383,110.399,3.44,3.948
2841,106.383,110.399,3.948,4.456
2840,106.383,110.399,4.456,4.964
2839,106.383,110.399,4.964,5.472
2838,106.383,110.399,5.472,5.98
2837,106.383,110.399,5.98,6.488
2836,106.383,110.399,6.488,6.996
2835,106.383,110.399,6.996,7.504
2834,106.383,110.399,7.504,8.012
2833,106.383,110.399,8.012,8.52
2832,106.383,110.399,8.52,9.028
2831,106.383,110.399,9.028,9.536
2830,106.383,110.399,9.536,10.044
2829,106.383,110.399,10.044,10.552
2828,106.383,110.399,10.552,11.06
2827,106.383,110.399,11.06,11.568
2826,106.383,110.399,11.568,12.076
2825,106.383,110.399,12.076,12.584
2824,106.383,110.399,12.584,13.092
2823,106.383,110.399,13.092,13.6
2822,106.383,110.399,13.6,14.108
2821,106.383,110.399,14.108,14.616
2820,106.383,110.399,14.616,15.124
2819,106.383,110.399,15.124,15.632
2818,106.383,110.399,15.632,16.14
2817,106.383,110.399,16.14,16.648
2816,106.383,110.399,16.648,17.156
2815,106.383,110.399,17.156,17.664
2814,106.383,110.399,17.664,18.172
2813,106.383,110.399,18.172,18.68
2812,106.383,110.399,18.68,19.188
2811,106.383,110.399,19.188,19.696
2810,106.383,110.399,19.696,20.204
2809,106.383,110.399,20.204,20.712
2808,106.383,110.399,20.712,21.22
2807,106.383,110.399,21.22,21.728
2806,106.383,110.399,21.728,22.236
2805,106.383,110.399,22.236,22.744
2804,106.383,110.399,22.744,23.252
2803,106.383,110.399,23.252,23.76
2802,106.383,110.399,23.76,24.268
2801,106.383,110.399,24.268,24.776
2948,110.399,114.414,0.392,0.9
2947,110.399,114.414,0.9,1.408
2946,110.399,114.414,1.408,1.916
2945,110.399,114.414,1.916,2.424
2944,110.399,114.414,2.424,2.932
2943,110.399,114.414,2.932,3.44
2942,110.399,114.414,3.44,3.948
2941,110.399,114.414,3.948,4.456
2940,110.399,114.414,4.456,4.964
2939,110.399,114.414,4.964,5.472
2938,110.399,114.414,5.472,5.98
2937,110.399,114.414,5.98,6.488
2936,110.399,114.414,6.488,6.996
2935,110.399,114.414,6.996,7.504
2934,110.399,114.414,7.504,8.012
2933,110.399,114.414,8.012,8.52
2932,110.399,114.414,8.52,9.028
2931,110.399,114.414,9.028,9.536
2930,110.399,114.414,9.536,10.044
2929,110.399,114.414,10.044,10.552
2928,110.399,114.414,10.552,11.06
2927,110.399,114.414,11.06,11.568
2926,110.399,114.414,11.568,12.076
2925,110.399,114.414,12.076,12.584
2924,110.399,114.414,12.584,13.092
2923,110.399,114.414,13.092,13.6
2922,110.399,114.414,13.6,14.108
2921,110.399,114.414,14.108,14.616
2920,110.399,114.414,14.616,15.124
2919,110.399,114.414,15.124,15.632
2918,110.399,114.414,15.632,16.14
2917,110.399,114.414,16.14,16.648
2916,110.399,114.414,16.648,17.156
2915,110.399,114.414,17.156,17.664
2914,110.399,114.414,17.664,18.172
2913,110.399,114.414,18.172,18.68
2912,110.399,114.414,18.68,19.188
2911,110.399,114.414,19.188,19.696
2910,110.399,114.414,19.696,20.204
2909,110.399,114.414,20.204,20.712
2908,110.399,114.414,20.712,21.22
2907,110.399,114.414,21.22,21.728
2906,110.399,114.414,21.728,22.236
2905,110.399,114.414,22.236,22.744
2904,110.399,114.414,22.744,23.252
2903,110.399,114.414,23.252,23.76
2902,110.399,114.414,23.76,24.268
2901,110.399,114.414,24.268,24.776
3048,114.414,118.43,0.392,0.9
3047,114.414,118.43,0.9,1.408
3046,114.414,118.43,1.408,1.916
3045,114.414,118.43,1.916,2.424
3044,114.414,118.43,2.424,2.932
3043,114.414,118.43,2.932,3.44
3042,114.414,118.43,3.44,3.948
3041,114.414,118.43,3.948,4.456
3040,114.414,118.43,4.456,4.964
3039,114.414,118.43,4.964,5.472
3038,114.414,118.43,5.472,5.98
3037,114.414,118.43,5.98,6.488
3036,114.414,118.43,6.488,6.996
3035,114.414,118.43,6.996,7.504
3034,114.414,118.43,7.504,8.012
3033,114.414,118.43,8.012,8.52
3032,114.414,118.43,8.52,9.028
3031,114.414,118.43,9.028,9.536
3030,114.414,118.43,9.536,10.044
3029,114.414,118.43,10.044,10.552
3028,114.414,118.43,10.552,11.06
3027,114.414,118.43,11.06,11.568
3026,114.414,118.43,11.568,12.076
3025,114.414,118.43,12.076,12.584
3024,114.414,118.43,12.584,13.092
3023,114.414,118.43,13.092,13.6
3022,114.414,118.43,13.6,14.108
3021,114.414,118.43,14.108,14.616
3020,114.414,118.43,14.616,15.124
3019,114.414,118.43,15.124,15.632
3018,114.414,118.43,15.632,16.14
3017,114.414,118.43,16.14,16.648
3016,114.414,118.43,16.648,17.156
3015,114.414,118.43,17.156,17.664
3014,114.414,118.43,17.664,18.172
3013,114.414,118.43,18.172,18.68
3012,114.414,118.43,18.68,19.188
3011,114.414,118.43,19.188,19.696
3010,114.414,118.43,19.696,20.204
3009,114.414,118.43,20.204,20.712
3008,114.414,118.43,20.712,21.22
3007,114.414,118.43,21.22,21.728
3006,114.414,118.43,21.728,22.236
3005,114.414,118.43,22.236,22.744
3004,114.414,118.43,22.744,23.252
3003,114.414,118.43,23.252,23.76
3002,114.414,118.43,23.76,24.268
3001,114.414,118.43,24.268,24.776
3148,118.43,122.446,0.392,0.9
3147,118.43,122.446,0.9,1.408
3146,118.43,122.446,1.408,1.916
3145,118.43,122.446,1.916,2.424
3144,118.43,122.446,2.424,2.932
3143,118.43,122.446,2.932,3.44
3142,118.43,122.446,3.44,3.948
3141,118.43,122.446,3.948,4.456
3140,118.43,122.446,4.456,4.964
3139,118.43,122.446,4.964,5.472
3138,118.43,122.446,5.472,5.98
3137,118.43,122.446,5.98,6.488
3136,118.43,122.446,6.488,6.996
3135,118.43,122.446,6.996,7.504
3134,118.43,122.446,7.504,8.012
3133,118.43,122.446,8.012,8.52
3132,118.43,122.446,8.52,9.028
3131,118.43,122.446,9.028,9.536
3130,118.43,122.446,9.536,10.044
3129,118.43,122.446,10.044,10.552
3128,118.43,122.446,10.552,11.06
3127,118.43,122.446,11.06,11.568
3126,118.43,122.446,11.568,12.076
3125,118.43,122.446,12.076,12.584
3124,118.43,122.446,12.584,13.092
3123,118.43,122.446,13.092,13.6
3122,118.43,122.446,13.6,14.108
3121,118.43,122.446,14.108,14.616
3120,118.43,122.446,14.616,15.124
3119,118.43,122.446,15.124,15.632
3118,118.43,122.446,15.632,16.14
3117,118.43,122.446,16.14,16.648
3116,118.43,122.446,16.648,17.156
3115,118.43,122.446,17.156,17.664
3114,118.43,122.446,17.664,18.172
3113,118.43,122.446,18.172,18.68
3112,118.43,122.446,18.68,19.188
3111,118.43,122.446,19.188,19.696
3110,118.43,122.446,19.696,20.204
3109,118.43,122.446,20.204,20.712
3108,118.43,122.446,20.712,21.22
3107,118.43,122.446,21.22,21.728
3106,118.43,122.446,21.728,22.236
3105,118.43,122.446,22.236,22.744
3104,118.43,122.446,22.744,23.252
3103,118.43,122.446,23.252,23.76
